operator,kwargs,input_shape,cpu_time,gpu_time
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=2","(1, 4, 640, 640)",11.659ms,11.298ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=2","(8, 4, 96, 96)",2.410ms,2.061ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=2","(8, 4, 256, 256)",14.456ms,14.094ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=32,stride=2","(8, 4, 640, 640)",90.705ms,90.361ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=1","(1, 4, 96, 96)",0.8ms,0.394ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=1","(1, 4, 256, 256)",2.951ms,2.575ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=1","(1, 4, 640, 640)",16.505ms,16.078ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=1","(8, 4, 96, 96)",1.320ms,0.938ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=1","(8, 4, 256, 256)",7.110ms,6.679ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=1","(8, 4, 640, 640)",43.062ms,42.576ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=2","(1, 4, 96, 96)",0.86ms,0.528ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=2","(1, 4, 256, 256)",3.880ms,3.530ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=2","(1, 4, 640, 640)",23.072ms,22.711ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=2","(8, 4, 96, 96)",4.511ms,4.159ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=2","(8, 4, 256, 256)",28.660ms,28.318ms
ConvTranspose2d,"in_channels=4,kernel_size=5,out_channels=64,stride=2","(8, 4, 640, 640)",182.632ms,182.277ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=1","(1, 8, 96, 96)",0.464ms,0.019ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=1","(1, 8, 256, 256)",0.486ms,0.146ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=1","(1, 8, 640, 640)",1.208ms,0.831ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=1","(8, 8, 96, 96)",0.5ms,0.16ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=1","(8, 8, 256, 256)",1.417ms,1.049ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=1","(8, 8, 640, 640)",6.920ms,6.504ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=2","(1, 8, 96, 96)",0.385ms,0.042ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=2","(1, 8, 256, 256)",0.543ms,0.247ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=2","(1, 8, 640, 640)",1.787ms,1.444ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=2","(8, 8, 96, 96)",0.569ms,0.276ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=2","(8, 8, 256, 256)",2.154ms,1.825ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=8,stride=2","(8, 8, 640, 640)",11.754ms,11.379ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=1","(1, 8, 96, 96)",0.492ms,0.024ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=1","(1, 8, 256, 256)",0.469ms,0.12ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=1","(1, 8, 640, 640)",1.540ms,1.143ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=1","(8, 8, 96, 96)",0.556ms,0.198ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=1","(8, 8, 256, 256)",1.916ms,1.514ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=1","(8, 8, 640, 640)",10.226ms,9.772ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=2","(1, 8, 96, 96)",0.425ms,0.129ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=2","(1, 8, 256, 256)",1.172ms,0.906ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=2","(1, 8, 640, 640)",5.962ms,5.644ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=2","(8, 8, 96, 96)",1.306ms,1.039ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=2","(8, 8, 256, 256)",7.491ms,7.193ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=32,stride=2","(8, 8, 640, 640)",45.512ms,45.134ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=1","(1, 8, 96, 96)",0.526ms,0.027ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=1","(1, 8, 256, 256)",0.682ms,0.298ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=1","(1, 8, 640, 640)",2.595ms,2.164ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=1","(8, 8, 96, 96)",0.766ms,0.389ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=1","(8, 8, 256, 256)",3.114ms,2.704ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=1","(8, 8, 640, 640)",18.176ms,17.698ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=2","(1, 8, 96, 96)",0.586ms,0.267ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=2","(1, 8, 256, 256)",2.150ms,1.830ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=2","(1, 8, 640, 640)",11.572ms,11.234ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=2","(8, 8, 96, 96)",2.366ms,2.072ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=2","(8, 8, 256, 256)",14.823ms,14.503ms
ConvTranspose2d,"in_channels=8,kernel_size=3,out_channels=64,stride=2","(8, 8, 640, 640)",91.084ms,90.675ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=1","(1, 8, 96, 96)",0.428ms,0.04ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=1","(1, 8, 256, 256)",0.728ms,0.337ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=1","(1, 8, 640, 640)",2.431ms,2.078ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=1","(8, 8, 96, 96)",0.7ms,0.465ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=1","(8, 8, 256, 256)",2.480ms,3.111ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=1","(8, 8, 640, 640)",16.930ms,16.567ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=2","(1, 8, 96, 96)",0.368ms,0.069ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=2","(1, 8, 256, 256)",0.734ms,0.455ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=2","(1, 8, 640, 640)",3.170ms,2.852ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=2","(8, 8, 96, 96)",0.793ms,0.519ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=2","(8, 8, 256, 256)",3.841ms,3.531ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=8,stride=2","(8, 8, 640, 640)",22.924ms,22.544ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=1","(1, 8, 96, 96)",0.655ms,0.217ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=1","(1, 8, 256, 256)",1.741ms,1.340ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=1","(1, 8, 640, 640)",8.462ms,8.038ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=1","(8, 8, 96, 96)",0.809ms,0.62ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=1","(8, 8, 256, 256)",3.145ms,4.102ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=1","(8, 8, 640, 640)",16.559ms,23.634ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=2","(1, 8, 96, 96)",0.609ms,0.263ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=2","(1, 8, 256, 256)",2.060ms,1.780ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=2","(1, 8, 640, 640)",11.685ms,11.345ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=2","(8, 8, 96, 96)",2.395ms,2.070ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=2","(8, 8, 256, 256)",14.496ms,14.168ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=32,stride=2","(8, 8, 640, 640)",90.987ms,90.637ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=1","(1, 8, 96, 96)",0.856ms,0.404ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=1","(1, 8, 256, 256)",2.968ms,2.590ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=1","(1, 8, 640, 640)",16.554ms,16.123ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=1","(8, 8, 96, 96)",1.393ms,1.005ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=1","(8, 8, 256, 256)",7.519ms,7.082ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=1","(8, 8, 640, 640)",45.778ms,45.293ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=2","(1, 8, 96, 96)",0.858ms,0.526ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=2","(1, 8, 256, 256)",3.825ms,3.532ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=2","(1, 8, 640, 640)",23.161ms,22.820ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=2","(8, 8, 96, 96)",4.479ms,4.153ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=2","(8, 8, 256, 256)",28.768ms,28.416ms
ConvTranspose2d,"in_channels=8,kernel_size=5,out_channels=64,stride=2","(8, 8, 640, 640)",183.138ms,182.761ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=1","(1, 16, 96, 96)",0.465ms,0.031ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=1","(1, 16, 256, 256)",0.546ms,0.147ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=1","(1, 16, 640, 640)",1.286ms,0.869ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=1","(8, 16, 96, 96)",0.583ms,0.177ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=1","(8, 16, 256, 256)",1.525ms,1.101ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=1","(8, 16, 640, 640)",7.210ms,6.814ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=2","(1, 16, 96, 96)",0.372ms,0.044ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=2","(1, 16, 256, 256)",0.583ms,0.253ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=2","(1, 16, 640, 640)",1.784ms,1.468ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=2","(8, 16, 96, 96)",0.616ms,0.282ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=2","(8, 16, 256, 256)",2.248ms,1.861ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=8,stride=2","(8, 16, 640, 640)",11.986ms,11.600ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=1","(1, 16, 96, 96)",0.498ms,0.035ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=1","(1, 16, 256, 256)",0.541ms,0.145ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=1","(1, 16, 640, 640)",1.789ms,1.317ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=1","(8, 16, 96, 96)",0.652ms,0.235ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=1","(8, 16, 256, 256)",2.131ms,1.691ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=1","(8, 16, 640, 640)",11.429ms,10.984ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=2","(1, 16, 96, 96)",0.453ms,0.13ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=2","(1, 16, 256, 256)",1.269ms,0.922ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=2","(1, 16, 640, 640)",6.024ms,5.697ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=2","(8, 16, 96, 96)",1.390ms,1.037ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=2","(8, 16, 256, 256)",7.672ms,7.262ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=32,stride=2","(8, 16, 640, 640)",45.922ms,45.566ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=1","(1, 16, 96, 96)",0.506ms,0.038ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=1","(1, 16, 256, 256)",0.8ms,0.359ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=1","(1, 16, 640, 640)",2.965ms,2.507ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=1","(8, 16, 96, 96)",0.849ms,0.433ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=1","(8, 16, 256, 256)",3.589ms,3.141ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=1","(8, 16, 640, 640)",20.919ms,20.439ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=2","(1, 16, 96, 96)",0.599ms,0.269ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=2","(1, 16, 256, 256)",2.198ms,1.849ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=2","(1, 16, 640, 640)",13.528ms,13.196ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=2","(8, 16, 96, 96)",2.788ms,2.435ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=2","(8, 16, 256, 256)",17.171ms,16.793ms
ConvTranspose2d,"in_channels=16,kernel_size=3,out_channels=64,stride=2","(8, 16, 640, 640)",105.572ms,105.191ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=1","(1, 16, 96, 96)",0.5ms,0.09ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=1","(1, 16, 256, 256)",0.832ms,0.427ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=1","(1, 16, 640, 640)",2.975ms,2.647ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=1","(8, 16, 96, 96)",0.864ms,0.678ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=1","(8, 16, 256, 256)",3.424ms,4.432ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=1","(8, 16, 640, 640)",21.289ms,20.897ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=2","(1, 16, 96, 96)",0.454ms,0.093ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=2","(1, 16, 256, 256)",0.934ms,0.572ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=2","(1, 16, 640, 640)",3.878ms,3.541ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=2","(8, 16, 96, 96)",0.996ms,0.639ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=2","(8, 16, 256, 256)",4.773ms,4.387ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=8,stride=2","(8, 16, 640, 640)",28.184ms,27.799ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=1","(1, 16, 96, 96)",0.703ms,0.281ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=1","(1, 16, 256, 256)",2.090ms,1.664ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=1","(1, 16, 640, 640)",10.546ms,10.121ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=1","(8, 16, 96, 96)",0.977ms,0.838ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=1","(8, 16, 256, 256)",4.080ms,5.541ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=1","(8, 16, 640, 640)",20.546ms,30.291ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=2","(1, 16, 96, 96)",0.686ms,0.329ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=2","(1, 16, 256, 256)",2.547ms,2.194ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=2","(1, 16, 640, 640)",14.257ms,13.922ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=2","(8, 16, 96, 96)",2.916ms,2.562ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=2","(8, 16, 256, 256)",17.773ms,17.393ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=32,stride=2","(8, 16, 640, 640)",110.443ms,110.061ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=1","(1, 16, 96, 96)",0.912ms,0.492ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=1","(1, 16, 256, 256)",3.621ms,3.117ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=1","(1, 16, 640, 640)",19.918ms,19.475ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=1","(8, 16, 96, 96)",1.596ms,1.167ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=1","(8, 16, 256, 256)",8.794ms,8.344ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=1","(8, 16, 640, 640)",52.431ms,51.942ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=2","(1, 16, 96, 96)",0.992ms,0.62ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=2","(1, 16, 256, 256)",4.487ms,4.103ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=2","(1, 16, 640, 640)",26.625ms,26.291ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=2","(8, 16, 96, 96)",5.161ms,4.805ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=2","(8, 16, 256, 256)",29.385ms,29.005ms
ConvTranspose2d,"in_channels=16,kernel_size=5,out_channels=64,stride=2","(8, 16, 640, 640)",187.231ms,186.851ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=1","(1, 32, 96, 96)",0.484ms,0.055ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=1","(1, 32, 256, 256)",0.638ms,0.18ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=1","(1, 32, 640, 640)",1.300ms,0.853ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=1","(8, 32, 96, 96)",0.59ms,0.193ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=1","(8, 32, 256, 256)",1.656ms,1.255ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=1","(8, 32, 640, 640)",8.350ms,7.882ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=2","(1, 32, 96, 96)",0.431ms,0.049ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=2","(1, 32, 256, 256)",0.658ms,0.253ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=2","(1, 32, 640, 640)",1.914ms,1.526ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=2","(8, 32, 96, 96)",0.711ms,0.303ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=2","(8, 32, 256, 256)",2.397ms,1.992ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=8,stride=2","(8, 32, 640, 640)",12.797ms,12.398ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=1","(1, 32, 96, 96)",0.536ms,0.058ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=1","(1, 32, 256, 256)",0.62ms,0.192ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=1","(1, 32, 640, 640)",2.008ms,1.557ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=1","(8, 32, 96, 96)",0.729ms,0.286ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=1","(8, 32, 256, 256)",2.371ms,1.926ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=1","(8, 32, 640, 640)",13.759ms,13.312ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=2","(1, 32, 96, 96)",0.5ms,0.168ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=2","(1, 32, 256, 256)",1.492ms,1.137ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=2","(1, 32, 640, 640)",7.241ms,6.887ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=2","(8, 32, 96, 96)",1.605ms,1.260ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=2","(8, 32, 256, 256)",9.084ms,8.730ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=32,stride=2","(8, 32, 640, 640)",55.048ms,54.695ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=1","(1, 32, 96, 96)",0.488ms,0.077ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=1","(1, 32, 256, 256)",0.952ms,0.488ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=1","(1, 32, 640, 640)",3.568ms,3.088ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=1","(8, 32, 96, 96)",1.042ms,0.611ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=1","(8, 32, 256, 256)",4.350ms,3.872ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=1","(8, 32, 640, 640)",25.735ms,25.253ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=2","(1, 32, 96, 96)",0.662ms,0.324ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=2","(1, 32, 256, 256)",2.578ms,2.212ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=2","(1, 32, 640, 640)",13.847ms,13.469ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=2","(8, 32, 96, 96)",2.868ms,2.473ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=2","(8, 32, 256, 256)",17.557ms,17.181ms
ConvTranspose2d,"in_channels=32,kernel_size=3,out_channels=64,stride=2","(8, 32, 640, 640)",108.483ms,108.079ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=1","(1, 32, 96, 96)",0.52ms,0.168ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=1","(1, 32, 256, 256)",0.85ms,0.465ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=1","(1, 32, 640, 640)",2.661ms,2.273ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=1","(8, 32, 96, 96)",0.955ms,0.729ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=1","(8, 32, 256, 256)",3.948ms,5.034ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=1","(8, 32, 640, 640)",19.152ms,18.666ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=2","(1, 32, 96, 96)",0.413ms,0.077ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=2","(1, 32, 256, 256)",0.863ms,0.486ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=2","(1, 32, 640, 640)",3.402ms,3.019ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=2","(8, 32, 96, 96)",0.932ms,0.552ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=2","(8, 32, 256, 256)",4.244ms,3.860ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=8,stride=2","(8, 32, 640, 640)",25.075ms,24.694ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=1","(1, 32, 96, 96)",0.654ms,0.238ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=1","(1, 32, 256, 256)",1.859ms,1.431ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=1","(1, 32, 640, 640)",9.150ms,8.697ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=1","(8, 32, 96, 96)",1.058ms,0.961ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=1","(8, 32, 256, 256)",4.756ms,6.386ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=1","(8, 32, 640, 640)",26.495ms,38.241ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=2","(1, 32, 96, 96)",0.712ms,0.342ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=2","(1, 32, 256, 256)",2.650ms,2.284ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=2","(1, 32, 640, 640)",14.863ms,14.484ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=2","(8, 32, 96, 96)",3.021ms,2.652ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=2","(8, 32, 256, 256)",18.427ms,18.018ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=32,stride=2","(8, 32, 640, 640)",113.050ms,112.669ms
ConvTranspose2d,"in_channels=32,kernel_size=5,out_channels=64,stride=1","(1, 32, 96, 96)",0.955ms,0.518ms
